TEXT,LABEL
skin rash chills joint pain vomiting fatigue headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
itching vomiting fatigue weight loss high fever yellowish skin dark urine,jaundice
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
headache chest pain dizziness loss of balance lack of concentration,hypertension-
vomiting yellowish skin abdominal pain distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
skin rash pus filled pimples scurring,acne
muscle wasting patches in throat high fever extra marital contacts,aids
fatigue high fever breathlessness family history mucoid sputum,bronchial-asthma
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
itching skin rash dischromic patches,fungal-infection
skin rash joint pain skin peeling silver like dusting small dents in nails,psoriasis
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
chills fatigue cough high fever breathlessness malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
joint pain vomiting yellowish skin dark urine nausea loss of appetite diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
skin rash joint pain skin peeling small dents in nails inflammatory nails,psoriasis
itching skin rash stomach pain spotting urination,drug-reaction
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
continuous sneezing chills fatigue high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
muscle wasting patches in throat high fever extra marital contacts,aids
vomiting yellowish skin abdominal pain swelling of stomach history of alcohol consumption fluid overload,alcoholic-hepatitis
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
stomach pain acidity vomiting cough chest pain,gerd
headache chest pain dizziness loss of balance lack of concentration,hypertension-
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
chills fatigue cough high fever breathlessness sweating malaise chest pain fast heart rate rusty sputum,pneumonia
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
itching fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
skin rash nodal skin eruptions dischromic patches,fungal-infection
fatigue weight loss restlessness irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
chills vomiting fatigue cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
itching fatigue lethargy yellowish skin loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
muscle wasting patches in throat high fever extra marital contacts,aids
headache dizziness loss of balance lack of concentration,hypertension-
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
itching skin rash burning micturition spotting urination,drug-reaction
vomiting fatigue anxiety sweating headache blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
vomiting yellowish skin swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
vomiting abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
acidity indigestion headache blurred and distorted vision stiff neck depression irritability visual disturbances,migraine
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
vomiting indigestion abdominal pain passage of gases internal itching,peptic-ulcer-diseae
vomiting headache spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
burning micturition bladder discomfort continuous feel of urine,urinary-tract-infection
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck irritability visual disturbances,migraine
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
stomach pain ulcers on tongue vomiting cough chest pain,gerd
fatigue bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
skin rash high fever blister red sore around nose,impetigo
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
itching vomiting fatigue weight loss high fever dark urine abdominal pain,jaundice
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
